0j,(-0.05+1j),(-0.05-1j),(-0.1+0j),(-0.10000000000000003-4j),(-0.10000000000000003+4j),(-0.15-9j),(-0.15+9j),(-0.15000000000000002-3j),(-0.15000000000000002+3j),(-0.19999999999999998-8j),(-0.19999999999999998+8j),(-0.2+16j),(-0.2-16j),(-0.20000000000000007+0j),(-0.25+15j),(-0.25-5j),(-0.25-15j),(-0.25+5j),(-0.25000000000000006+25j)
(-3.5589082252567517e-13+6.372209078666772e-13j),(-0.0018298516210807332+2.7736762050350753e-13j),(-0.07812212745460319-5.231341789480094e-13j),(-0.21797272822285046+2.7830504971463057j),(-0.21797272822298283-2.7830504971461822j),(-0.22554606915105174+10.0468805321339j),(-0.22554606915113046-10.046880532134592j),(-0.22900132883920962+10.015044867114227j),(-0.2290013288392169-10.015044867114097j),(-0.24889301759079874+10.017190208238375j),(-0.24889301759090898-10.0171902082387j),(-0.2748233792360878-1.1315582843877413e-11j),(-0.3090256195019463+18.790200145590827j),(-0.3090256195020125-18.790200145590983j),(-0.30946262805929947+12.80860675828219j),(-0.30946262805932373-12.808606758281835j),(-0.3129492362432494-12.776698799394348j),(-0.312949236243397+12.776698799394367j),(-0.33172328081182667+7.235744118573567j),(-0.33172328081201247-7.235744118573163j)
(1.8085032230243954e-13-8.26896516287387e-14j),(-0.0015698153488985453+1.7804895451182404e-13j),(-0.07779145152279364-9.627010362186583e-14j),(-0.2198129724395842+2.712777083281775j),(-0.219812972439605-2.7127770832815004j),(-0.2293155673247799-10.258404838242924j),(-0.22931556732478164+10.258404838242795j),(-0.23254971711020464-10.228958652795894j),(-0.23254971711021513+10.22895865279573j),(-0.2491981645599708+9.973751227550531j),(-0.2491981645599971-9.973751227550732j),(-0.27489019386366853+3.206835616108914e-11j),(-0.30995696601977374-18.730434057604796j),(-0.3099569660198941+18.73043405760501j),(-0.3128361106737495+12.948337453170648j),(-0.3128361106739792-12.948337453170126j),(-0.31608002397815127+12.918801807190809j),(-0.3160800239782385-12.918801807189448j),(-0.3314797770607956-7.262568695701737j),(-0.33147977706080517+7.262568695702043j)
(-4.1339082970448405e-13+7.686399111395889e-13j),(-0.001349449064646826-5.988531297372052e-14j),(-0.07751215257948235-1.3438036102019372e-12j),(-0.22178216119507785+2.642337784347771j),(-0.22178216119514876-2.642337784347654j),(-0.23318402389719695-10.472287256177557j),(-0.23318402389722498+10.472287256177445j),(-0.23619272373371594-10.445035173321763j),(-0.2361927237337759+10.44503517332211j),(-0.24953471040065175-9.932189229271144j),(-0.2495347104006556+9.932189229271343j),(-0.2748829834653814+2.511605565520448e-12j),(-0.3109750452026821+18.671549977505126j),(-0.3109750452028695-18.671549977504725j),(-0.31624147314104434-13.090106040278329j),(-0.3162414731410813+13.090106040278284j),(-0.3192588822168183+13.062772160796031j),(-0.319258882216861-13.062772160796207j),(-0.3312300452438798-7.29146081743567j),(-0.3312300452440381+7.291460817435964j)
(-1.0277413890214396e-13+1.1017930850741217e-13j),(-0.0011626576589874225+4.774363293817249e-14j),(-0.07728146445671484-1.0979031955742649e-12j),(-0.22388138619640113-2.5718039297351742j),(-0.22388138619648548+2.5718039297355704j),(-0.23713182440432173+10.688394648050549j),(-0.23713182440437672-10.688394648050036j),(-0.23993019189002135+10.663177068712917j),(-0.23993019189012346-10.66317706871277j),(-0.24992275382136073+9.89270398993801j),(-0.24992275382136173-9.892703989937383j),(-0.27478811180185075-8.157304078852393e-12j),(-0.3120816675984388+18.613661702369786j),(-0.3120816675984698-18.61366170236979j),(-0.31968001924847195-13.233863921318848j),(-0.31968001924850853+13.233863921318896j),(-0.3224861921338504+13.208572549902009j),(-0.3224861921339934-13.208572549901815j),(-0.3309728971449918-7.322525633768952j),(-0.33097289714504613+7.3225256337692715j)
(-7.220840055091922e-13-2.0319143169388374e-13j),(-0.0010042787256523062-1.660375077339477e-13j),(-0.07709663014942815-2.460842340135685e-13j),(-0.2261116006509144+2.5012477539911013j),(-0.22611160065094466-2.5012477539909175j),(-0.2411595013315917-10.906616807171247j),(-0.24115950133190361+10.906616807171055j),(-0.24376183109393865-10.883285701411236j),(-0.24376183109395538+10.883285701411221j),(-0.25036209289321043+9.855474740899432j),(-0.250362092893327-9.855474740898915j),(-0.2745925176808832-1.5780730423488583e-11j),(-0.3132781448180584+18.556886998216516j),(-0.3132781448182012-18.556886998216434j),(-0.32315305392594856+13.37956161525198j),(-0.32315305392616006-13.379561615252008j),(-0.32576237836257854+13.356164105361556j),(-0.3257623783626668-13.356164105361298j),(-0.33070705897999725+7.355870962627601j),(-0.33070705898007685-7.355870962627711j)
(4.296245179389885e-13+1.5593310503532374e-13j),(-0.0008699401875356085+1.4002157875966318e-13j),(-0.07695491126659486+6.717454867443936e-14j),(-0.22847359987340882+2.430742262090247j),(-0.22847359987355606-2.430742262090767j),(-0.24526743369016218-11.12684399817935j),(-0.24526743369022624+11.126843998178625j),(-0.24768719007300063+11.105261401090798j),(-0.2476871900730477-11.105261401090994j),(-0.25085250104469803+9.820682511751045j),(-0.25085250104472007-9.8206825117504j),(-0.2742840675380475-5.203317420590571e-11j),(-0.31456548307409093+18.501346226425277j),(-0.3145654830741247-18.5013462264258j),(-0.3266618887941218+13.527148720777875j),(-0.3266618887941355-13.52714872077799j),(-0.3290879138783218+13.505506396290166j),(-0.32908791387833775-13.505506396289848j),(-0.33043112165375027+7.391607350279358j),(-0.3304311216539731-7.391607350279012j)
(1.7473410787005057e-13+4.505137062129833e-13j),(-0.0007559398239145679+2.779377542518358e-13j),(-0.07685359722282209-4.753121881657939e-13j),(-0.2309680008556096+2.360361068938584j),(-0.2309680008556532-2.360361068939098j),(-0.24945577015596943-11.348966478426075j),(-0.24945577015621045+11.348966478425996j),(-0.25139377663222484+9.788510478181424j),(-0.25139377663227375-9.78851047818111j),(-0.25170562952704817+11.329003745277493j),(-0.2517056295272774-11.32900374527766j),(-0.273851875190551-5.3576430242019345e-11j),(-0.3159444588824874+18.44716155854199j),(-0.3159444588826104-18.447161558542486j),(-0.330143454609263+7.42984822751151j),(-0.3301434546094093-7.429848227512048j),(-0.33020784941284076-13.676573868195097j),(-0.3302078494129559+13.676573868194668j),(-0.3324633267060182+13.65655741369145j),(-0.3324633267061346-13.656557413692088j)
(3.1360126879072973e-13+6.112363475953842e-13j),(-0.0006591432199543334+1.6896143657893736e-13j),(-0.07679001424112747-2.8055949557851766e-13j),(-0.2335952211186127-2.2901782117944807j),(-0.23359522111862588+2.2901782117945055j),(-0.2519857442370079+9.759143639169599j),(-0.2519857442370536-9.759143639169825j),(-0.2537243977887574-11.572874675789766j),(-0.25372439778897243+11.572874675788755j),(-0.2558162883356679-11.55441187700925j),(-0.2558162883356848+11.554411877009153j),(-0.273286566117696-1.3507335150762816e-11j),(-0.3174156457381762-18.39445643856489j),(-0.317415645738264+18.394456438565108j),(-0.3298420583557971-7.470710230876395j),(-0.3298420583559792+7.4707102308768585j),(-0.33379228448141773+13.827784659071717j),(-0.3337922844816033-13.827784659071584j),(-0.33588920862629146+13.809273539859342j),(-0.3358892086263613-13.809273539858582j)
(2.5358187771828966e-14-4.0091541197995184e-13j),(-0.0005768972520118177+1.8819227551580444e-13j),(-0.07676153406999921-2.12007278052595e-13j),(-0.23635545721757958+2.220267934701961j),(-0.23635545721771636-2.220267934702007j),(-0.25262825510263326-9.73276835607737j),(-0.252628255102743+9.732768356077532j),(-0.2580729089688455+11.798459491641758j),(-0.25807290896891777-11.798459491640623j),(-0.2600180498086544-11.781384859699127j),(-0.260018049808757+11.781384859699221j),(-0.27258046726982693-2.1092256506949623e-10j),(-0.318979418335797-18.343355151533164j),(-0.3189794183359807+18.343355151532773j),(-0.3295243104543133-7.514313808198679j),(-0.3295243104543493+7.514313808198389j),(-0.3374165773362242+13.980727591719951j),(-0.3374165773362857-13.980727591719575j),(-0.33936622619192947-13.96360950199234j),(-0.33936622619225876+13.963609501991515j)
(8.641665685184614e-14-1.9210350604006767e-13j),(-0.0005069567095604536-9.52268255821608e-15j),(-0.0767655824364387+7.996807858268083e-13j),(-0.23924866331452965-2.150704444454505j),(-0.23924866331461664+2.1507044444545067j),(-0.2533211877990338+9.709571818821813j),(-0.25332118779906354-9.709571818821777j),(-0.26250056541925254+12.025612666308064j),(-0.262500565419328-12.02561266630793j),(-0.26430950545356213+12.009822076165706j),(-0.26430950545367693-12.0098220761658j),(-0.2717277193375422-1.9441659778055317e-10j),(-0.3206359458916575+18.29398243450349j),(-0.3206359458917041-18.293982434503338j),(-0.32918651891239104+7.560784320803764j),(-0.3291865189124113-7.560784320803863j),(-0.34108216022447735+14.135347969837781j),(-0.3410821602246242-14.135347969837639j),(-0.34289513452357273+14.119518307634808j),(-0.3428951345238567-14.119518307635095j)
(-3.1633428661946016e-13-3.793628304668652e-13j),(-0.0004474220390373808-1.5858358470183153e-13j),(-0.07679964710802928+9.581760134969873e-13j),(-0.24227453028070967+2.0815616381002817j),(-0.24227453028071144-2.081561638100396j),(-0.25406444891487195-9.68974145340762j),(-0.2540644489149256+9.689741453407262j),(-0.26700625932640887-12.25422719652874j),(-0.26700625932657174+12.254227196529087j),(-0.2686889156292134+12.239623672981502j),(-0.2686889156292535-12.23962367298126j),(-0.27072430464393965-1.2773582982903715e-10j),(-0.3223851801616828+18.24646309916906j),(-0.32238518016169454-18.246463099168974j),(-0.32882310992343056-7.610254037939502j),(-0.3288231099234945+7.61025403793928j),(-0.34479053199075366-14.29158979096793j),(-0.34479053199082693+14.291589790967684j),(-0.34647679454651226+14.276951158676344j),(-0.3464767945466381-14.276951158676313j)
(6.274962467441026e-13-3.6934553456122225e-13j),(-0.00039668651683372544+5.127419701359202e-14j),(-0.07686128554636038-1.0057373200797568e-12j),(-0.24543246583245523-2.012912802541357j),(-0.24543246583254297+2.0129128025417624j),(-0.25485797367682855+9.673464276435068j),(-0.25485797367686086-9.673464276434315j),(-0.26956800628042826-1.8713635140960298e-11j),(-0.2715884712613272+12.484197804785097j),(-0.2715884712614667-12.484197804785447j),(-0.27315416716828855+12.470691053738408j),(-0.27315416716840635-12.47069105373856j),(-0.3242268411920577+18.200921650925135j),(-0.32422684119206246-18.200921650925522j),(-0.32842507817678945+7.662865799496442j),(-0.32842507817683847-7.6628657994965055j),(-0.348543280037215+14.449395610402195j),(-0.348543280037228-14.449395610402046j),(-0.35011219456225084-14.435857339537419j),(-0.35011219456237186+14.435857339537067j)
(-1.7772722392347952e-13-2.4779880500347485e-13j),(-0.00035339142470681013+2.3034009599841074e-14j),(-0.07694813201267454+8.245433415904335e-14j),(-0.24872157622695348-1.94483028734061j),(-0.24872157622696506+1.9448302873408982j),(-0.25570172646849104-9.660926200949927j),(-0.2557017264685712+9.660926200949818j),(-0.26825830702423703+9.338889177751514e-11j),(-0.27624522424633824-12.715421463486315j),(-0.2762452242465551+12.715421463486626j),(-0.2777027272891741-12.702927425379032j),(-0.2777027272893958+12.702927425379055j),(-0.3261604026581343-18.15748189717156j),(-0.3261604026582596+18.157481897171337j),(-0.32797683494660934+7.718779970647679j),(-0.327976834946849-7.718779970647586j),(-0.35234210771587604-14.608706374909696j),(-0.3523421077160837+14.608706374909566j),(-0.3538024773738792+14.596184073854216j),(-0.3538024773742064-14.596184073854479j)
(4.202267146991138e-13+1.1450937153929003e-13j),(-0.00031638801937475345+1.9794302890847322e-13j),(-0.07705790411134304-6.695589277759733e-14j),(-0.2521406500709967-1.8773851524350176j),(-0.25214065007107705+1.877385152435361j),(-0.2565957012516525-9.652311298508284j),(-0.256595701251672+9.652311298508502j),(-0.2667962521058868+3.745746886472438e-11j),(-0.28097403286343337+12.947797978872698j),(-0.28097403286347644-12.94779797887274j),(-0.2823315927420076+12.936238402712686j),(-0.28233159274207625-12.936238402712577j),(-0.3274492332571387-7.778188360065322j),(-0.3274492332572807+7.778188360065462j),(-0.32818507806164254+18.11626654206807j),(-0.3281850780618079-18.116266542068082j),(-0.35618886874313677-14.76946121892149j),(-0.35618886874314953+14.769461218921855j),(-0.35754897462516755+14.757876342165797j),(-0.3575489746251971-14.757876342165853j)
(-1.0310164625051197e-13-5.936363155124442e-13j),(-0.0002847052719962592+1.6119573892025755e-13j),(-0.07718840861711228+5.113123865641577e-13j),(-0.2556881447917259+1.8106467930328907j),(-0.255688144791798-1.8106467930331638j),(-0.2575399219034079+9.64780102342935j),(-0.25753992190345487-9.647801023429558j),(-0.26518428783707887-3.982465967866119e-11j),(-0.2857718456593017+13.181230641445932j),(-0.2857718456595113-13.181230641445701j),(-0.2870372325375651+13.170532677883507j),(-0.2870372325376769-13.170532677883761j),(-0.3267822954861371+7.8413442413082635j),(-0.3267822954862397-7.841344241308245j),(-0.33029980874984083+18.07739676771122j),(-0.3302998087498414-18.077396767711466j),(-0.36008561079934964+14.931597213536184j),(-0.36008561079942636-14.931597213536126j),(-0.3601865019753809-22.794395684557404j),(-0.36018650197543284+22.794395684557582j)
(-3.643161717938844e-13+5.708768297274606e-14j),(-0.0002575225067046819-1.6050812576254167e-13j),(-0.07733754659282913-2.7244315867535334e-13j),(-0.25853444248800467+9.647573406376733j),(-0.2585344424880555-9.647573406376365j),(-0.25936217630915803-1.7446825445297136j),(-0.25936217630916414+1.7446825445294203j),(-0.2634260947734114+4.9453506827806804e-11j),(-0.2906349782219575-13.415626952375513j),(-0.2906349782221515+13.415626952375135j),(-0.2918155217410511-13.405722763954008j),(-0.2918155217412279+13.405722763953934j),(-0.32583525422018433+7.908634089492705j),(-0.3258352542201879-7.908634089492992j),(-0.33250325453819957+18.04099180349294j),(-0.33250325453828455-18.04099180349343j),(-0.36127385224655945-23.02583465673705j),(-0.3612738522466281+23.025834656736727j),(-0.3623695607903079-23.016310927341838j),(-0.3623695607904092+23.016310927341948j)
(1.837753995940202e-13+5.79148845670297e-13j),(-0.00023414620758254882-4.582375920231105e-14j),(-0.07750331768698737-1.2946040641472984e-12j),(-0.25957934747728806+9.651802225647614j),(-0.2595793474773521-9.651802225646925j),(-0.26152642679775384-8.978329255115002e-12j),(-0.2631605124092362+1.6795572707766895j),(-0.2631605124092611-1.6795572707765258j),(-0.2955590329727779-13.65089943920105j),(-0.2955590329728366+13.650899439200753j),(-0.29666166264900085+13.641725825559048j),(-0.29666166264904514-13.641725825558945j),(-0.3242050751628057-7.980773239982697j),(-0.32420507516288727+7.980773239982763j),(-0.3347937875834975+18.007168486730087j),(-0.3347937875836976-18.007168486729746j),(-0.3623214330676771-23.262343406853265j),(-0.3623214330677087+23.26234340685279j),(-0.36333398502915415-23.2535709836703j),(-0.3633339850292639+23.253570983670276j)
(-4.2821681295425347e-13+8.273484492986143e-14j),(-0.00021399035738348641+3.2150989805386957e-15j),(-0.07768382358677096+1.720964167854558e-12j),(-0.2594909628711527-8.703551689141738e-11j),(-0.2606747519408634-9.660656165667241j),(-0.26067475194087275+9.660656165667236j),(-0.2670805702705551-1.615332939448233j),(-0.2670805702706015+1.6153329394486717j),(-0.3005387997838437-13.886966579865252j),(-0.3005387997838884+13.886966579865243j),(-0.3015700876797699+13.878464615139196j),(-0.30157008767983784-13.878464615139146j),(-0.3202772347765081+8.059390657038863j),(-0.3202772347767153-8.059390657038492j),(-0.3371694900498575+17.976040818625457j),(-0.3371694900498761-17.976040818625457j),(-0.36333202185179486+23.50397937146075j),(-0.3633320218518474-23.503979371460787j),(-0.36426748615565846-23.495900655786425j),(-0.36426748615567534+23.49590065578654j)
(7.284971237364603e-15-3.1663734134657057e-13j),(-0.0001965597802703555-4.443875337702488e-14j),(-0.07787727060779925+8.532853785526984e-13j),(-0.25732617663828594-6.360825838226287e-12j),(-0.26182080171551286-9.674297973168997j),(-0.2618208017155321+9.674297973169116j),(-0.2711194185067993+1.5520681885496577j),(-0.27111941850684995-1.5520681885499668j),(-0.3038448465809119-8.145158207259662j),(-0.3038448465812264+8.14515820726034j),(-0.30556812859612187-14.123753862658278j),(-0.3055681285961228+14.12375386265765j),(-0.306534335601766-14.115868541420275j),(-0.30653433560207366+14.115868541419886j),(-0.33962815599356866+17.947719520372072j),(-0.3396281559936517-17.9477195203726j),(-0.36430873042912926+23.750796844314394j),(-0.3643087304292136-23.75079684431489j),(-0.365172757636125+23.743358504437403j),(-0.36517275763626494-23.743358504437445j)
(5.770106614733095e-13+8.069032096137684e-13j),(-0.00018143603518122646-3.863141406852916e-13j),(-0.07808197142039837-2.829481359921984e-12j),(-0.25503922427122-5.115033394993271e-11j),(-0.26301767357659117-9.6928836222566j),(-0.26301767357664724+9.692883622256087j),(-0.2752737840035753-1.489817888240462j),(-0.2752737840036284+1.4898178882401234j),(-0.2755155769313519+8.20444377469124j),(-0.2755155769314749-8.20444377469093j),(-0.31063976072201493+14.361195022360176j),(-0.31063976072207294-14.361195022359382j),(-0.31154688846883166-14.353874909188647j),(-0.3115468884688828+14.353874909188482j),(-0.3421672977836513-17.9223115947513j),(-0.3421672977837335+17.922311594751225j),(-0.365255022907221+24.002846602573253j),(-0.3652550229072243-24.002846602573523j),(-0.36605284230440577+23.99599922955196j),(-0.3660528423044759-23.99599922955228j)
(-5.305181224966774e-13-2.547197837816964e-13j),(-0.00016826547010303554-1.5281964153547038e-13j),(-0.07829634588045899+2.4694301843889243e-13j),(-0.2526378492410085+4.7945893289300966e-11j),(-0.2642655754170514+9.716561500137j),(-0.26426557541706547-9.716561500137223j),(-0.2795400637023992-1.428632702093083j),(-0.27954006370251083+1.4286327020927647j),(-0.2828357098266936+8.25020942825627j),(-0.2828357098269897-8.25020942825624j),(-0.31574509849200366-14.599233512174292j),(-0.31574509849213+14.599233512175145j),(-0.3165989499744235+14.59243038792706j),(-0.3165989499744678-14.59243038792712j),(-0.3447841572408011+17.899919898942233j),(-0.3447841572410488-17.899919898942233j),(-0.3661746088864099+24.260175405176017j),(-0.3661746088864919-24.26017540517503j),(-0.3669111205185427+24.253873260830723j),(-0.366911120518559-24.253873260830936j)
(-2.483193265878238e-13+6.233111654169166e-14j),(-0.0001567491129163367-6.149199651315781e-14j),(-0.07851892107733018+2.4363781231353046e-13j),(-0.2501303013840602+5.2853128232506486e-12j),(-0.26556474645195677-9.74547162542673j),(-0.2655647464520105+9.745471625426024j),(-0.2839143413567237+1.3685586516044517j),(-0.28391434135675997-1.3685586516042036j),(-0.31641040305957985+8.335430336847645j),(-0.31641040305958595-8.33543033684777j),(-0.32087388153414276-14.837824300687936j),(-0.32087388153428514+14.837824300687874j),(-0.3216801353249171+14.83149279522342j),(-0.32168013532494266-14.831492795223674j),(-0.3474757215436175+17.880642734441423j),(-0.34747572154366113-17.88064273444139j),(-0.36707153865793885-24.52282559223289j),(-0.3670715386579611+24.522825592233293j),(-0.36775129353127667+24.51702636367926j),(-0.36775129353133557-24.51702636367962j)
(-3.988647770812873e-13-5.108143787520172e-13j),(-0.00014663411799710385+5.1543135246375e-14j),(-0.07874833052763273+4.1425936802021656e-13j),(-0.24752526735403058+3.9519007422245386e-11j),(-0.26691545745933704-9.779744910858295j),(-0.26691545745938083+9.779744910857385j),(-0.28839240914804437-1.3096366872022025j),(-0.2883924091480589+1.3096366872019134j),(-0.3234800986862062-8.438560684326264j),(-0.32348009868621286+8.43856068432666j),(-0.3260137191132957+15.076936129622176j),(-0.3260137191134047-15.076936129621844j),(-0.32677802520088944-15.07103332497201j),(-0.3267780252010364+15.071033324971824j),(-0.3502387438072162+17.864573459986953j),(-0.3502387438073109-17.864573459986943j),(-0.36795013624769884-24.790834721479513j),(-0.367950136247833+24.790834721479673j),(-0.36857736218931714-24.785499266442088j),(-0.3685773621893993+24.785499266442493j)
(-8.855774314256744e-15+9.163198080078875e-14j),(-0.00013770653205590132+1.2304397961660634e-13j),(-0.07898331268395703+8.06997288477167e-13j),(-0.2448318074883417-1.8858170977854486e-11j),(-0.2683180110663467+9.819502481755205j),(-0.2683180110663712-9.819502481755572j),(-0.29296979389903693-1.251902268079559j),(-0.29296979389919053+1.2519022680795695j),(-0.3249307675313334+8.539920089691012j),(-0.32493076753134453-8.539920089690781j),(-0.3311493952912357-15.316554443420362j),(-0.33114939529152804+15.316554443419589j),(-0.33187750652672215+15.311039420708125j),(-0.3318775065267785-15.3110394207083j),(-0.3530697681010639+17.851800133262923j),(-0.3530697681010788-17.851800133262945j),(-0.3688149766168471-25.064235194125192j),(-0.3688149766169039+25.06423519412506j),(-0.3693936012205202-25.05932731460483j),(-0.36939360122075293+25.059327314604978j)
(1.8320518261858987e-13-1.7277271926966813e-13j),(-0.00012978517789681167+5.85043441631587e-14j),(-0.07922270874184836+1.0538564019582514e-12j),(-0.24205929788516817-4.356558897663693e-11j),(-0.26977274209159724-9.864855060763318j),(-0.2697727420916183+9.864855060762622j),(-0.29764178748576015+1.195384951916663j),(-0.2976417874859359-1.1953849519162572j),(-0.3253772426951859-8.643208130998127j),(-0.32537724269545765+8.643208130998351j),(-0.3362618045740982+15.556685328023493j),(-0.33626180457412963-15.556685328023704j),(-0.3369597699570215-15.551518609698556j),(-0.33695976995707605+15.551518609698643j),(-0.35596515854188004+17.842405186955965j),(-0.35596515854190813-17.842405186955506j),(-0.36967085878359107+25.343053925949462j),(-0.3696708587836504-25.3430539259494j),(-0.37020452951438615-25.338540157196963j),(-0.37020452951440275+25.33854015719725j)
(-5.051823256382013e-13+7.89612745656051e-13j),(-0.00012271648707708828+3.786294598878921e-14j),(-0.0794654598734989-1.59482778545883e-12j),(-0.23921737308561888-1.278825811525821e-12j),(-0.2712800179496943-9.915902428229431j),(-0.27128001794974127+9.915902428229575j),(-0.30240348091242236+1.1401079937831136j),(-0.3024034809125248-1.1401079937825704j),(-0.3255340856278831+8.74971536933783j),(-0.325534085628046-8.749715369336982j),(-0.34132626174040614-15.797361019580908j),(-0.34132626174046193+15.797361019580542j),(-0.3420007365217893-15.792503808801822j),(-0.3420007365218079+15.792503808802222j),(-0.3589211320429887+17.836465144814056j),(-0.3589211320431553-17.836465144813875j),(-0.37052277406225476+25.627312056507918j),(-0.3705227740623109-25.627312056507332j),(-0.3710148769258063+25.623161470023128j),(-0.37101487692584056-25.623161470022524j)
